artifact,case_id,family,composite_pass,grounding_pass,llm_success
golden_llm_eval_deepseek_v4_full.json,q120,typo_nodiacritic,True,True,True
golden_llm_eval_deepseek_v4_full.json,q121,typo_nodiacritic,True,True,False
golden_llm_eval_deepseek_v4_full.json,q122,typo_nodiacritic,True,True,False
golden_llm_eval_deepseek_v4_full.json,q123,typo_nodiacritic,True,True,True
golden_llm_eval_deepseek_v4_full.json,q124,typo_nodiacritic,True,True,False
golden_llm_eval_deepseek_v4_full.json,q125,typo_nodiacritic,True,True,True
golden_llm_eval_deepseek_v4_full.json,q126,typo_nodiacritic,True,True,False
golden_llm_eval_deepseek_v4_full.json,q127,typo_nodiacritic,True,True,False
golden_llm_eval_deepseek_v4_full.json,q128,typo_nodiacritic,True,True,True
golden_llm_eval_deepseek_v4_full.json,q129,typo_nodiacritic,True,True,False
golden_llm_eval_deepseek_v4_full.json,q130,typo_nodiacritic,True,True,False
golden_llm_eval_deepseek_v4_full.json,q144,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q145,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q146,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q147,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q148,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q149,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q150,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q151,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q152,payment_faq,True,True,True
golden_llm_eval_deepseek_v4_full.json,q153,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q154,payment_faq,True,True,True
golden_llm_eval_deepseek_v4_full.json,q155,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q156,payment_faq,True,True,False
golden_llm_eval_deepseek_v4_full.json,q157,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q158,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q159,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q160,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q161,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q162,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q163,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q164,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q165,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q166,restaurant_info,True,True,True
golden_llm_eval_deepseek_v4_full.json,q167,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q168,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q169,restaurant_info,True,True,False
golden_llm_eval_deepseek_v4_full.json,q170,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q171,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q172,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q173,promotion,True,True,True
golden_llm_eval_deepseek_v4_full.json,q174,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q175,promotion,True,True,True
golden_llm_eval_deepseek_v4_full.json,q176,promotion,True,True,True
golden_llm_eval_deepseek_v4_full.json,q177,promotion,True,True,True
golden_llm_eval_deepseek_v4_full.json,q178,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q179,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q180,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q181,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q182,promotion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q183,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q184,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q185,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q186,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q187,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q188,beverage,True,True,True
golden_llm_eval_deepseek_v4_full.json,q189,beverage,True,True,True
golden_llm_eval_deepseek_v4_full.json,q190,beverage,True,True,True
golden_llm_eval_deepseek_v4_full.json,q191,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q192,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q193,beverage,True,True,True
golden_llm_eval_deepseek_v4_full.json,q194,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q195,beverage,True,True,False
golden_llm_eval_deepseek_v4_full.json,q196,kids_elderly,True,True,False
golden_llm_eval_deepseek_v4_full.json,q197,kids_elderly,True,True,False
golden_llm_eval_deepseek_v4_full.json,q198,kids_elderly,True,True,False
golden_llm_eval_deepseek_v4_full.json,q199,kids_elderly,True,True,False
golden_llm_eval_deepseek_v4_full.json,q200,kids_elderly,True,True,False
golden_llm_eval_deepseek_v4_full.json,q201,kids_elderly,True,True,True
golden_llm_eval_deepseek_v4_full.json,q202,kids_elderly,True,True,True
golden_llm_eval_deepseek_v4_full.json,q203,kids_elderly,True,True,False
golden_llm_eval_deepseek_v4_full.json,q204,kids_elderly,True,True,True
golden_llm_eval_deepseek_v4_full.json,q205,kids_elderly,True,True,True
golden_llm_eval_deepseek_v4_full.json,q206,kids_elderly,True,True,True
golden_llm_eval_deepseek_v4_full.json,q207,kids_elderly,True,True,False
golden_llm_eval_deepseek_v4_full.json,q208,kids_elderly,True,True,False
golden_llm_eval_deepseek_v4_full.json,q209,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q210,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q211,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q212,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q213,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q214,occasion,True,True,True
golden_llm_eval_deepseek_v4_full.json,q215,occasion,True,True,True
golden_llm_eval_deepseek_v4_full.json,q216,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q217,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q218,occasion,True,True,True
golden_llm_eval_deepseek_v4_full.json,q219,occasion,True,True,True
golden_llm_eval_deepseek_v4_full.json,q220,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q221,occasion,True,True,False
golden_llm_eval_deepseek_v4_full.json,q261,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q262,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q263,combo_pairing,True,True,True
golden_llm_eval_deepseek_v4_full.json,q264,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q265,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q266,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q267,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q268,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q269,combo_pairing,True,True,True
golden_llm_eval_deepseek_v4_full.json,q270,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q271,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q272,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q273,combo_pairing,True,True,False
golden_llm_eval_deepseek_v4_full.json,q274,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q275,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q276,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q277,nutrition,True,True,True
golden_llm_eval_deepseek_v4_full.json,q278,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q279,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q280,nutrition,True,True,True
golden_llm_eval_deepseek_v4_full.json,q281,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q282,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q283,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q284,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q285,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q286,nutrition,True,True,False
